protein_id,genes,time,fraction,intensity
O88712,Ctbp1,10min,1,219764.0
O88783,F5,10min,1,358654.0
O88855,Ltb4r,10min,1,769856.0
O88983,Stx8,10min,1,848619.0
O89086,Rbm3,10min,1,568560.0
P00405,Mtco2,10min,1,1286289.9999999981
P01887,B2m,10min,1,39655215.0
P01897,H2-L,10min,1,3016753.9999999925
P01901,H2-K1,10min,1,8454166.999999996
P01910,H2-Aa,10min,1,336805.0
P02535,Krt10,10min,1,11400110.0
P04104,Krt1,10min,1,2631195.0
P04230,H2-Eb1,10min,1,806427.0
P04441,Cd74,10min,1,2884559.0000000037
P05064,Aldoa,10min,1,698142.0
P05555,Itgam,10min,1,9838179.49999997
P06800,Ptprc,10min,1,2545230.0
P07901,Hsp90aa1,10min,1,3941422.0
P08113,Hsp90b1,10min,1,3273360.0
P08249,Mdh2,10min,1,1367140.0
P08556,Nras,10min,1,1172863.0000000019
P08752,Gnai2,10min,1,7279360.999999993
P09055,Itgb1,10min,1,1591320.0
P09405,Ncl,10min,1,1043679.0
P09411,Pgk1,10min,1,587957.0
P09528,Fth1,10min,1,72892.99999999999
P09581,Csf1r,10min,1,755198.0000000019
P0C0A3,Chmp6,10min,1,165170.00000000023
P0DP26,Calm1,10min,1,13794694.5
P10126,Eef1a1,10min,1,7626180.0
P10833,Rras,10min,1,339646.0
P10852,Slc3a2,10min,1,3499327.0
P10853,H2bc7,10min,1,7474700.000000002
P11152,Lpl,10min,1,794535.0
P11438,Lamp1,10min,1,8748379.99999997
P11499,Hsp90ab1,10min,1,1170547.0
P11688,Itga5,10min,1,653484.0000000009
P11835,Itgb2,10min,1,58019000.0
P12382,Pfkl,10min,1,88471.40000000224
P12787,Cox5a,10min,1,487392.99999999814
P12970,Rpl7a,10min,1,56007494.99999999
P13020,Gsn,10min,1,49370849.99999997
P13597,Icam1,10min,1,332709.0
P14069,S100a6,10min,1,1711780.0
P14106,C1qb,10min,1,582421.0
P14115,Rpl27a,10min,1,22873859.999999996
P14131,Rps16,10min,1,13858269.999999985
P14148,Rpl7,10min,1,28869660.0
P14206,Rpsa,10min,1,1278840.0
P14211,Calr,10min,1,1115109.999999999
P14234,Fgr,10min,1,145051.99999999953
P14869,Rplp0,10min,1,16588170.0
P14901,Hmox1,10min,1,1239690.0
P15379,Cd44,10min,1,7430489.999999996
P15535,B4galt1,10min,1,1042663.9999999981
P15864,H1-2,10min,1,4935940.000000002
P16254,Srp14,10min,1,427870.99999999953
P16546,Sptan1,10min,1,403958.0000000037
P16858,Gapdh,10min,1,41590250.49999994
P17047,Lamp2,10min,1,6174530.0
P17182,Eno1,10min,1,1368325.5
P17427,Ap2a2,10min,1,742770.9999999995
P17439,Gba1,10min,1,1895595.9999999963
P17710,Hk1,10min,1,64514.19999999995
P17742,Ppia,10min,1,515534.99999999994
P17809,Slc2a1,10min,1,66112.8999999999
P19096,Fasn,10min,1,53773.5
P19253,Rpl13a,10min,1,22129380.0
P19783,Cox4i1,10min,1,1447803.9999999995
P19973,Lsp1,10min,1,5264700.0
P20029,Hspa5,10min,1,25487290.00000003
P20060,Hexb,10min,1,578324.0
P20152,Vim,10min,1,4453438.0
P20491,Fcer1g,10min,1,24206890.0
P21107,Tpm3,10min,1,2467540.0
P21956,Mfge8,10min,1,1079898.0
P21958,Tap1,10min,1,300693.0
P21995,Emb,10min,1,1597024.9999999944
P24063,Itgal,10min,1,354810.0
P24369,Ppib,10min,1,498450.0
P24547,Impdh2,10min,1,121938.0
P24668,M6pr,10min,1,2629340.0
P25119,Tnfrsf1b,10min,1,307880.00000000023
P25444,Rps2,10min,1,42740230.0
P26011,Itgb7,10min,1,279066.0
P26369,U2af2,10min,1,98805.79999999999
P26955,Csf2rb,10min,1,1000367.0000000009
P27005,S100a8,10min,1,2113845.0
P27046,Man2a1,10min,1,153236.00000000093
P27659,Rpl3,10min,1,17217525.0
P27870,Vav1,10min,1,1425450.0
P28078,H2-DMa,10min,1,1893214.9999999981
P28667,Marcksl1,10min,1,233388.0
P29351,Ptpn6,10min,1,2904553.0000000037
P29391,Ftl1,10min,1,1072720.0000000002
P30204,Msr1,10min,1,417974.99999999907
P30355,Alox5ap,10min,1,112806809.99999997
P30681,Hmgb2,10min,1,459157.99999999994
P30993,C5ar1,10min,1,176834.00000000186
P31996,Cd68,10min,1,3778600.00000003
P34022,Ranbp1,10min,1,934069.0000000019
P34884,Mif,10min,1,1446099.9999999998
P34960,Mmp12,10min,1,724899.0
P35278,Rab5c,10min,1,2906750.0
P35279,Rab6a,10min,1,4048060.0
P35282,Rab21,10min,1,772969.0
P35293,Rab18,10min,1,1007150.0000000037
P35441,Thbs1,10min,1,109505.0
P35456,Plaur,10min,1,116137.0
P35550,Fbl,10min,1,946406.7999999998
P35564,Canx,10min,1,6650850.0
P35700,Prdx1,10min,1,8149247.00000003
P35821,Ptpn1,10min,1,458649.0
P35979,Rpl12,10min,1,24558580.0
P35980,Rpl18,10min,1,90515800.0
P36536,Sar1a,10min,1,879973.0
P37040,Por,10min,1,6413160.0
P38647,Hspa9,10min,1,764901.0
P40142,Tkt,10min,1,505590.9999999999
P41105,Rpl28,10min,1,18798395.0
P41216,Acsl1,10min,1,252751.0
P42082,Cd86,10min,1,369527.99999999907
P42225,Stat1,10min,1,314803.0000000037
P42669,Pura,10min,1,7804179.999999998
P46460,Nsf,10min,1,4482359.999999996
P46638,Rab11b,10min,1,1119279.9999999925
P46978,Stt3a,10min,1,2061316.0
P47740,Aldh3a2,10min,1,351337.9999999963
P47753,Capza1,10min,1,223115.00000000373
P47757,Capzb,10min,1,954665.0
P47911,Rpl6,10min,1,34791429.0
P47962,Rpl5,10min,1,1290815.999999999
P47963,Rpl13,10min,1,35455489.99999999
P47964,Rpl36,10min,1,7858466.0
P48036,Anxa5,10min,1,43635.0
P48410,Abcd1,10min,1,388936.00000000186
P49290,Epx,10min,1,6205130.0
P49300,Clec10a,10min,1,508915.99999999907
P49586,Pcyt1a,10min,1,256001.0
P49769,Psen1,10min,1,516920.0
P50427,Sts,10min,1,143338.0
P50516,Atp6v1a,10min,1,2542862.000000001
P50518,Atp6v1e1,10min,1,194470.99999999953
P50543,S100a11,10min,1,1189360.0000000005
P50580,Pa2g4,10min,1,1698469.9999999998
P51150,Rab7a,10min,1,16693700.000000007
P51410,Rpl9,10min,1,1045151.9999999981
P51829,Adcy7,10min,1,350696.0
P51863,Atp6v0d1,10min,1,1354510.0
P51881,Slc25a5,10min,1,5290830.0
P52332,Jak1,10min,1,98925.60000000056
P52480,Pkm,10min,1,1211609.9999999981
P53026,Rpl10a,10min,1,86257880.0
P53994,Rab2a,10min,1,1041559.9999999963
P54103,Dnajc2,10min,1,352475.00000000023
P54116,Stom,10min,1,3311240.0
P55258,Rab8a,10min,1,238618.99999999907
P55302,Lrpap1,10min,1,1574445.0
P55937,Golga3,10min,1,4422659.999999998
P56135,Atp5mf,10min,1,181564.00000000745
P56382,Atp5f1e,10min,1,1777220.0
P56395,Cyb5a,10min,1,14636701.000000015
P56480,Atp5f1b,10min,1,3965785.0
P56528,Cd38,10min,1,694535.0000000005
P57759,Erp29,10min,1,171054.99999999997
P57776,Eef1d,10min,1,286607.0
P57780,Actn4,10min,1,517213.00000000047
P58021,Tm9sf2,10min,1,3133796.0
P58059,Mrps21,10min,1,465464.00000000093
P58064,Mrps6,10min,1,1323140.0
P58252,Eef2,10min,1,1382089.9999999981
P59999,Arpc4,10min,1,1725230.000000001
P60710,Actb,10min,1,1589250852.3333297
P60766,Cdc42,10min,1,1956774.9999999963
P60843,Eif4a1,10min,1,1192844.0
P60867,Rps20,10min,1,11720379.999999996
P61021,Rab5b,10min,1,1622805.0
P61027,Rab10,10min,1,4358323.5
P61028,Rab8b,10min,1,4881405.0
P61161,Actr2,10min,1,1338170.0
P61164,Actr1a,10min,1,136853.0
P61226,Rap2b,10min,1,677441.0
P61358,Rpl27,10min,1,15767704.999999993
P61620,Sec61a1,10min,1,707891.0
P61750,Arf4,10min,1,1800408.0
P61804,Dad1,10min,1,3311026.0
P61965,Wdr5,10min,1,437651.99999999977
P62082,Rps7,10min,1,1062479.999999999
P62137,Ppp1ca,10min,1,650989.0
P62196,Psmc5,10min,1,79217.40000000037
P62242,Rps8,10min,1,80574800.0
P62245,Rps15a,10min,1,1632989.0
P62259,Ywhae,10min,1,1350100.0000000019
P62264,Rps14,10min,1,17800250.000000004
P62267,Rps23,10min,1,16595854.999999996
P62270,Rps18,10min,1,2708480.0
P62281,Rps11,10min,1,22585990.0
P62301,Rps13,10min,1,7709960.0
P62320,Snrpd3,10min,1,643966.0
P62334,Psmc6,10min,1,185579.00000000186
P62342,Selenot,10min,1,409292.0
P62702,Rps4x,10min,1,40989300.0
P62717,Rpl18a,10min,1,31285239.999999993
P62751,Rpl23a,10min,1,981358.5
P62754,Rps6,10min,1,123121999.99999997
P62806,H4c1,10min,1,1577513.0
P62814,Atp6v1b2,10min,1,2689859.999999998
P62827,Ran,10min,1,770999.0
P62830,Rpl23,10min,1,5059680.0
P62835,Rap1a,10min,1,334021.00000000047
P62849,Rps24,10min,1,2662900.0
P62852,Rps25,10min,1,2761780.000000002
P62855,Rps26,10min,1,32235860.000000015
P62858,Rps28,10min,1,1000420.0
P62874,Gnb1,10min,1,4130836.9999999925
P62880,Gnb2,10min,1,2120642.0000000075
P62889,Rpl30,10min,1,1948747.999999999
P62900,Rpl31,10min,1,2170522.0
P62908,Rps3,10min,1,1510798.9999999963
P62911,Rpl32,10min,1,9739785.0
P62918,Rpl8,10min,1,123951299.99999997
P62960,Ybx1,10min,1,2722223.0
P62962,Pfn1,10min,1,602583.0
P62996,Tra2b,10min,1,1196704.9999999998
P63017,Hspa8,10min,1,10191100.0
P63024,Vamp3,10min,1,1347613.999999999
P63038,Hspd1,10min,1,3331159.9999999925
P63213,Gng2,10min,1,1187757.999999999
P63276,Rps17,10min,1,250131.0
P63321,Rala,10min,1,991897.9999999991
P63323,Rps12,10min,1,384030.0
P67778,Phb1,10min,1,7708449.999999998
P67984,Rpl22,10min,1,2629690.0
P68040,Rack1,10min,1,65711.30000000075
P68134,Acta1,10min,1,36744700.00000012
P68368,Tuba4a,10min,1,2121985.0
P68373,Tuba1c,10min,1,262874.0
P68433,H3c1,10min,1,934160.0
P68510,Ywhah,10min,1,204748.0
P70248,Myo1f,10min,1,2996030.0000000037
P70280,Vamp7,10min,1,1298550.0
P70295,Aup1,10min,1,735200.0
P70302,Stim1,10min,1,797515.9999999995
P70398,Usp9x,10min,1,79774.0
P70404,Idh3g,10min,1,421588.99999999907
P70452,Stx4,10min,1,686764.0
P80316,Cct5,10min,1,208734.99999999907
P80318,Cct3,10min,1,130677.0
P83870,Phf5a,10min,1,360739.9999999999
P83882,Rpl36a,10min,1,25823520.0
P84084,Arf5,10min,1,1247550.0
P84091,Ap2m1,10min,1,105407.99999999953
P84096,Rhog,10min,1,3482028.50000003
P84099,Rpl19,10min,1,25665285.999999993
P97351,Rps3a,10min,1,8812975.499999996
P97449,Anpep,10min,1,13654650.0
P97450,Atp5pf,10min,1,2461418.999999998
P97484,Pirb,10min,1,359073.0
P97797,Sirpa,10min,1,618287.0
P97808,Fxyd5,10min,1,334581.0
P97814,Pstpip1,10min,1,303652.0
P98195,Atp9b,10min,1,729030.0000000005
P99024,Tubb5,10min,1,4656510.0
P99027,Rplp2,10min,1,30683845.0
P99028,Uqcrh,10min,1,2502774.0
P99029,Prdx5,10min,1,2454010.0
Q00941,Csf2ra,10min,1,343527.99999999814
Q00PI9,Hnrnpul2,10min,1,2312939.9999999995
Q01853,Vcp,10min,1,455206.0
Q03265,Atp5f1a,10min,1,11844330.0
Q05144,Rac2,10min,1,4850060.000000015
Q05816,Fabp5,10min,1,998882.9999999999
Q05910,Adam8,10min,1,212526.0
Q05CL8,Larp7,10min,1,244146.99999999997
Q06185,Atp5me,10min,1,3703460.0
Q07813,Bax,10min,1,292737.0
Q08857,Cd36,10min,1,8257751.0
Q09014,Ncf1,10min,1,713676.0
Q09200,B4galnt1,10min,1,3522300.0
Q14C51,Ptcd3,10min,1,254411.49999999953
Q18PI6,Cd84,10min,1,5095149.999999996
Q2TBE6,Pi4k2a,10min,1,150349.0
Q3TBT3,Sting1,10min,1,4654460.0
Q3TDN2,Faf2,10min,1,252674.00000000093
Q3TDQ1,Stt3b,10min,1,9299040.0
Q3TEA8,Hp1bp3,10min,1,301319.00000000023
Q3THE2,Myl12b,10min,1,136375100.00000003
Q3TWL2,Pip4p1,10min,1,4667660.0
Q3TWW8,Srsf6,10min,1,993555.0
Q3TYS2,Cybc1,10min,1,6154520.000000002
Q3TZX8,Nol9,10min,1,247024.00000000012
Q3TZZ7,Esyt2,10min,1,393498.99999999814
Q3U1J4,Ddb1,10min,1,352490.3999999999
Q3U4G3,Xxylt1,10min,1,144737.0
Q3U7R1,Esyt1,10min,1,14301950.00000003
Q3UDF0,Slc2a6,10min,1,370200.0
Q3UDW8,Hgsnat,10min,1,1741255.0
Q3UN02,Lclat1,10min,1,392680.0
Q3URD3,Slmap,10min,1,929345.9999999991
Q3UUQ7,Pgap1,10min,1,1996783.0
Q3UVK0,Ermp1,10min,1,1517013.9999999995
Q3UZ39,Lrrfip1,10min,1,3319743.0
Q3V3R4,Itga1,10min,1,341581.0
Q4PJX1,Odr4,10min,1,600015.0
Q5SUA5,Myo1g,10min,1,3818179.9999999963
Q5SUC9,Sco1,10min,1,904374.0
Q5Y5T1,Zdhhc20,10min,1,368541.0
Q60631,Grb2,10min,1,1678620.0
Q60668,Hnrnpd,10min,1,288712.0
Q60737,Csnk2a1,10min,1,276255.99999999977
Q60738,Slc30a1,10min,1,222891.99999999977
Q60770,Stxbp3,10min,1,590130.0
Q60930,Vdac2,10min,1,1656165.0
Q60932,Vdac1,10min,1,1012978.0
Q61072,Adam9,10min,1,156361.0
Q61081,Cdc37,10min,1,169155.99999999997
Q61093,Cybb,10min,1,10596192.0
Q61102,Abcb7,10min,1,31569.39999999851
Q61144,Psen2,10min,1,389083.00000000047
Q61171,Prdx2,10min,1,607987.0000000019
Q61207,Psap,10min,1,180550.0000000149
Q61263,Soat1,10min,1,865966.9999999963
Q61333,Tnfaip2,10min,1,139973.0
Q61334,Bcap29,10min,1,12465649.999999996
Q61335,Bcap31,10min,1,14463995.0
Q61462,Cyba,10min,1,19664899.999999993
Q61490,Alcam,10min,1,75552.1000000001
Q61543,Glg1,10min,1,723226.9999999963
Q61584,Fxr1,10min,1,1226720.0
Q61739,Itga6,10min,1,92497.29999999981
Q61753,Phgdh,10min,1,118611.0
Q61768,Kif5b,10min,1,416995.0
Q61771,Kif3b,10min,1,1981790.0
Q61830,Mrc1,10min,1,4656368.000000004
Q61878,Prg2,10min,1,1181776.9999999998
Q61990,Pcbp2,10min,1,413872.9999999963
Q62093,Srsf2,10min,1,971852.9999999999
Q62186,Ssr4,10min,1,1171981.0000000019
Q62192,Cd180,10min,1,415911.0
Q62351,Tfrc,10min,1,129713.00000000093
Q62376,Snrnp70,10min,1,371256.0
Q62425,Ndufa4,10min,1,760749.0
Q62465,Vat1,10min,1,184391.0
Q64012,Raly,10min,1,362679.9999999999
Q64310,Surf4,10min,1,1897950.0
Q64337,Sqstm1,10min,1,1185784.9999999981
Q64373,Bcl2l1,10min,1,146287.0
Q64378,Fkbp5,10min,1,284790.0
Q64455,Ptprj,10min,1,393774.0
Q64467,Gapdhs,10min,1,11417395.00000003
Q64518,Atp2a3,10min,1,2356455.0
Q64704,Stx3,10min,1,1592901.0
Q68FD5,Cltc,10min,1,8587217.0
Q69ZN7,Myof,10min,1,18956970.0
Q69ZZ6,Tmcc1,10min,1,649593.5999999996
Q6A0A9,FAM120A,10min,1,674035.9999999995
Q6DFW4,Nop58,10min,1,454759.99999999977
Q6DVA0,Lemd2,10min,1,1203927.9999999995
Q6GQT9,Nomo1,10min,1,597971.0000000037
Q6IRU2,Tpm4,10min,1,2685707.4999999995
Q6IRU5,Cltb,10min,1,3107175.9999999963
Q6NSU3,Glt8d1,10min,1,103432.0
Q6P9J9,Ano6,10min,1,1903482.0
Q6PB93,Galnt2,10min,1,4075239.0
Q6PDL0,Dync1li2,10min,1,225349.99999999627
Q6PDM2,Srsf1,10min,1,1044603.0
Q6PFQ7,Rasa4,10min,1,42586.0
Q6PHN9,Rab35,10min,1,904566.0
Q6PIC6,Atp1a3,10min,1,871323.9999999981
Q6QLQ4,Clec7a,10min,1,1482458.0000000019
Q6ZQI3,Mlec,10min,1,3225670.000000002
Q6ZQM8,Ugt1a7,10min,1,2428266.0
Q6ZWN5,Rps9,10min,1,24533800.000000004
Q6ZWQ7,Spcs3,10min,1,15795679.999999993
Q6ZWV3,Rpl10,10min,1,32334770.000000004
Q6ZWV7,Rpl35,10min,1,1819308.0
Q71KT5,Tm7sf2,10min,1,313931.0000000001
Q76MZ3,Ppp2r1a,10min,1,798779.0
Q78IK2,Atp5mk,10min,1,4695700.0
Q78ZA7,Nap1l4,10min,1,501010.0
Q7TMK9,Syncrip,10min,1,259797.99999999994
Q7TMM9,Tubb2a,10min,1,593311.0
Q7TMQ7,Wdr91,10min,1,309232.9999999963
Q7TPR4,Actn1,10min,1,95179.3999999999
Q7TPV4,Mybbp1a,10min,1,177409.00000000093
Q7TQK5,Ccdc93,10min,1,70628.5
Q80SU7,Gvin1,10min,1,916400.0
Q80TY0,Fnbp1,10min,1,16054.20000000007
Q80UP3,Dgkz,10min,1,418414.00000000047
Q80UU9,Pgrmc2,10min,1,2726239.999999999
Q80UW8,Polr2e,10min,1,129636.99999999997
Q80VA0,Galnt7,10min,1,1747698.0
Q80VD1,Fam98b,10min,1,873735.0
Q80W54,Zmpste24,10min,1,176841.99999999953
Q80X85,Mrps7,10min,1,489407.5999999987
Q80XR2,Atp2c1,10min,1,419855.00000000047
Q80ZS3,Mrps26,10min,1,2059096.9999999981
Q810Q5,Nmes1,10min,1,1898562.0
Q8BFR4,Gns,10min,1,1172865.9999999998
Q8BFR5,Tufm,10min,1,596424.0
Q8BFZ9,Erlin2,10min,1,243667.00000000012
Q8BG07,Pld4,10min,1,292329.0
Q8BGS7,Cept1,10min,1,333993.0
Q8BGT0,Ostm1,10min,1,987214.0000000002
Q8BH02,Tor4a,10min,1,251694.0
Q8BH24,Tm9sf4,10min,1,5702940.0
Q8BIG7,Comtd1,10min,1,183207.0
Q8BIJ7,Rufy1,10min,1,203902.00000000186
Q8BJS4,Sun2,10min,1,630716.5000000019
Q8BK72,Mrps27,10min,1,509217.0
Q8BKS9,Pum3,10min,1,63639.999999999956
Q8BMD8,Slc25a24,10min,1,134285.00000000023
Q8BMK4,Ckap4,10min,1,1919867.0
Q8BMS1,Hadha,10min,1,185485.0
Q8BP47,Nars1,10min,1,363008.0
Q8BP67,Rpl24,10min,1,13156410.0
Q8BP92,Rcn2,10min,1,2226930.0
Q8BPU7,Elmo1,10min,1,80387.20000000298
Q8BTM8,Flna,10min,1,2626910.0
Q8BTV1,Tusc3,10min,1,134143.0
Q8BU14,Sec62,10min,1,8095360.000000007
Q8BWH0,Slc38a7,10min,1,162133.0
Q8BX10,Pgam5,10min,1,1679670.0
Q8BX17,Gemin5,10min,1,1407870.0
Q8BXA1,Golim4,10min,1,105662.0
Q8BXQ2,Pigt,10min,1,896506.9999999981
Q8BXV2,Bri3bp,10min,1,585452.0000000037
Q8C129,Lnpep,10min,1,1022708.9999999981
Q8C172,Cers6,10min,1,1098370.0000000019
Q8C1E7,Tmem120a,10min,1,397172.99999999953
Q8C3J5,Dock2,10min,1,481317.30000000075
Q8C407,Yipf4,10min,1,1036664.0
Q8C522,Endod1,10min,1,203102.0
Q8C6B0,Tmt1a,10min,1,431914.0
Q8CG64,Fkrp,10min,1,370675.99999999977
Q8CGC7,Eprs1,10min,1,990052.0
Q8CGP4,H2ac1,10min,1,9234840.0
Q8CHK3,Mboat7,10min,1,104790.0
Q8CI59,Steap3,10min,1,395025.0
Q8CIE6,Copa,10min,1,255978.0
Q8CIF6,Sidt2,10min,1,4053165.0
Q8K124,Plekho2,10min,1,247978.99999999994
Q8K224,Nat10,10min,1,579258.0
Q8K273,Mmgt1,10min,1,2201471.999999999
Q8K2X3,Stn1,10min,1,25016.899999999965
Q8K4Z3,Naxe,10min,1,41185.3
Q8R035,Mrpl58,10min,1,439314.0
Q8R0T6,Adgrg3,10min,1,245131.00000000047
Q8R0X7,Sgpl1,10min,1,991759.9999999925
Q8R1Q8,Dync1li1,10min,1,647963.0
Q8R1V4,Tmed4,10min,1,1290664.9999999963
Q8R5J9,Arl6ip5,10min,1,177583.0
Q8VBT0,Tmx1,10min,1,513907.0
Q8VBZ3,Clptm1,10min,1,340707.0
Q8VCF1,Cant1,10min,1,115001.0
Q8VCH6,Dhcr24,10min,1,309298.0
Q8VCM8,Ncln,10min,1,446134.9999999963
Q8VCW4,Unc93b1,10min,1,538410.0
Q8VD31,Tapbpl,10min,1,159127.0
Q8VDD5,Myh9,10min,1,139103900.0
Q8VDL4,Adpgk,10min,1,48581.39999999944
Q8VDN2,Atp1a1,10min,1,1835252.0000000037
Q8VDP6,Cdipt,10min,1,1676601.0
Q8VE22,Mrps23,10min,1,1046309.0
Q8VE96,Slc35f6,10min,1,497386.99999999907
Q8VE99,Ccdc115,10min,1,62667.499999999534
Q8VEM8,Slc25a3,10min,1,11758810.0
Q8VHE0,Sec63,10min,1,799042.0
Q8VI38,Gbgt1,10min,1,313009.0000000007
Q8VIJ6,Sfpq,10min,1,1088120.0
Q91V04,Tram1,10min,1,469122.0
Q91V12,Acot7,10min,1,388960.0
Q91V41,Rab14,10min,1,5171680.0
Q91V61,Sfxn3,10min,1,1855678.000000001
Q91VA7,Idh3b,10min,1,598571.0000000037
Q91VE0,Slc27a4,10min,1,473337.0
Q91VL8,Terf2ip,10min,1,169737.99999999997
Q91VR2,Atp5f1c,10min,1,1271940.0
Q91VR5,Ddx1,10min,1,1518717.9999999995
Q91VS7,Mgst1,10min,1,3099784.0
Q91VU0,Fam3c,10min,1,563772.0
Q91VX9,Tmem168,10min,1,338313.0
Q91W50,Csde1,10min,1,103523.0
Q91X96,Rabif,10min,1,188934.0
Q91XV3,Basp1,10min,1,2102310.0
Q91YH5,Atl3,10min,1,79347.99999999814
Q91YL3,Uckl1,10min,1,91751.69999999925
Q91YQ5,Rpn1,10min,1,38787399.999999985
Q91YT8,Tmem63a,10min,1,586621.9999999995
Q91ZE5,Adgre4,10min,1,210144.0
Q91ZN5,Slc35b2,10min,1,7994879.999999998
Q91ZR1,Rab4b,10min,1,171543.0
Q91ZX7,Lrp1,10min,1,1056559.0
Q921E2,Rab31,10min,1,20587.0
Q921F2,Tardbp,10min,1,1224706.9999999981
Q921L3,Tmco1,10min,1,1235373.0
Q921V5,Mgat2,10min,1,745024.0000000037
Q922F4,Tubb6,10min,1,7391715.0
Q922Q1,Mtarc2,10min,1,5599840.000000001
Q922Q8,Lrrc59,10min,1,112107.0
Q922R8,Pdia6,10min,1,944682.0
Q924Z4,Cers2,10min,1,351773.00000000186
Q925I1,Atad3a,10min,1,109869.0
Q93092,Taldo1,10min,1,1490590.0
Q99104,Myo5a,10min,1,359975.19999999925
Q99J56,Derl1,10min,1,1066109.9999999963
Q99J72,Apobec3,10min,1,390583.99999999977
Q99JB2,Stoml2,10min,1,218007.99999999907
Q99JI6,Rap1b,10min,1,3026610.0
Q99JR1,Sfxn1,10min,1,5979583.5
Q99JX3,Gorasp2,10min,1,429977.99999999994
Q99JY9,Actr3,10min,1,775292.0
Q99KF1,Tmed9,10min,1,7252984.999999985
Q99KI3,Emc3,10min,1,199555.0
Q99L04,Dhrs1,10min,1,655758.9999999963
Q99L43,Cds2,10min,1,108456.0
Q99LR1,Abhd12,10min,1,1225110.0
Q99LX0,Park7,10min,1,614927.0
Q99M28,Rnps1,10min,1,194945.99999999988
Q99N87,Mrps5,10min,1,3021869.9999999995
Q99N89,Mrpl43,10min,1,97069.69999999972
Q99N95,Mrpl3,10min,1,203206.99999999988
Q99P91,Gpnmb,10min,1,2752555.000000015
Q9CPR4,Rpl17,10min,1,322057.0
Q9CQ22,Lamtor1,10min,1,177015.0
Q9CQ69,Uqcrq,10min,1,357171.99999999907
Q9CQ92,Fis1,10min,1,1965849.999999999
Q9CQB5,Cisd2,10min,1,2762870.0
Q9CQE8,RTRAF,10min,1,743386.0
Q9CQL5,Mrpl18,10min,1,187003.99999999953
Q9CQQ7,Atp5pb,10min,1,729811.0
Q9CQS8,Sec61b,10min,1,8969750.000000007
Q9CQU3,Rer1,10min,1,502445.00000000093
Q9CQV5,Mrps24,10min,1,303345.0
Q9CQW2,Arl8b,10min,1,5674659.999999985
Q9CQY5,Magt1,10min,1,7663284.0
Q9CQZ0,Ormdl2,10min,1,395604.39999999944
Q9CR57,Rpl14,10min,1,66396199.999999985
Q9CR59,Gadd45gip1,10min,1,393492.9999999999
Q9CR67,Tmem33,10min,1,540993.0
Q9CR68,Uqcrfs1,10min,1,212893.99999999814
