protein_id,genes,time,fraction,intensity
P08103,Hck,30min,1,155363.0
P08113,Hsp90b1,30min,1,7296159.999999998
P08249,Mdh2,30min,1,1957410.0
P08508,Fcgr3,30min,1,196757.99999999977
P08556,Nras,30min,1,1372562.000000001
P08752,Gnai2,30min,1,3041855.0000000056
P08905,Lyz2,30min,1,430105.0
P09055,Itgb1,30min,1,5205543.999999996
P09103,P4hb,30min,1,607598.0
P09405,Ncl,30min,1,4168449.999999999
P09411,Pgk1,30min,1,973869.9999999998
P09528,Fth1,30min,1,240874.99999999994
P09581,Csf1r,30min,1,5855649.999999996
P09925,Surf1,30min,1,307923.99999999977
P0C0A3,Chmp6,30min,1,2159436.0
P10126,Eef1a1,30min,1,53738080.00000003
P10649,Gstm1,30min,1,489249.9999999999
P10833,Rras,30min,1,593784.9999999995
P10852,Slc3a2,30min,1,9867120.0
P10853,H2bc7,30min,1,6450129.999999998
P11152,Lpl,30min,1,5561409.999999999
P11247,Mpo,30min,1,62607.899999999994
P11352,Gpx1,30min,1,2392864.0
P11438,Lamp1,30min,1,16032685.000000007
P11499,Hsp90ab1,30min,1,3776910.0
P11627,L1cam,30min,1,101017.0
P11680,Cfp,30min,1,265817.00000000047
P11688,Itga5,30min,1,2526784.0
P11835,Itgb2,30min,1,262983000.0
P11928,Oas1a,30min,1,866568.0
P11983,Tcp1,30min,1,294707.00000000093
P12382,Pfkl,30min,1,397610.00000000186
P12970,Rpl7a,30min,1,207629899.99999997
P13020,Gsn,30min,1,39586485.0
P13597,Icam1,30min,1,9699620.0
P14106,C1qb,30min,1,823617.9999999981
P14115,Rpl27a,30min,1,69944015.0
P14131,Rps16,30min,1,55711700.0
P14148,Rpl7,30min,1,41546100.0
P14211,Calr,30min,1,3947450.0
P14234,Fgr,30min,1,183224.0
P14869,Rplp0,30min,1,28736900.0
P14901,Hmox1,30min,1,11859465.0
P15379,Cd44,30min,1,23197019.999999996
P15535,B4galt1,30min,1,5770649.999999998
P15702,Spn,30min,1,586053.5
P15864,H1-2,30min,1,9839190.0
P16045,Lgals1,30min,1,2005339.9999999995
P16460,Ass1,30min,1,1897319.9999999995
P16546,Sptan1,30min,1,707468.0
P17047,Lamp2,30min,1,30186299.999999993
P17426,Ap2a1,30min,1,152562.0
P17427,Ap2a2,30min,1,1358669.9999999998
P17439,Gba1,30min,1,9547069.999999993
P17742,Ppia,30min,1,509809.99999999994
P17809,Slc2a1,30min,1,568557.0
P19253,Rpl13a,30min,1,71998900.0
P19783,Cox4i1,30min,1,7671486.999999998
P19973,Lsp1,30min,1,10579489.999999993
P20029,Hspa5,30min,1,29496089.500000015
P20152,Vim,30min,1,21192505.0
P21107,Tpm3,30min,1,2064790.0
P21956,Mfge8,30min,1,1849729.999999999
P21958,Tap1,30min,1,384091.5
P21995,Emb,30min,1,7202300.0
P24063,Itgal,30min,1,289578.0
P24369,Ppib,30min,1,1557570.0
P24527,Lta4h,30min,1,174011.0
P24668,M6pr,30min,1,12143239.999999993
P25119,Tnfrsf1b,30min,1,1214193.9999999998
P25206,Mcm3,30min,1,881684.0
P25444,Rps2,30min,1,96386095.0
P25446,Fas,30min,1,1422330.0
P25911,Lyn,30min,1,709554.0000000005
P26011,Itgb7,30min,1,1270437.9999999995
P26039,Tln1,30min,1,301652.0
P26041,Msn,30min,1,1048440.0
P26151,Fcgr1,30min,1,825494.0
P26952,Il3ra,30min,1,424968.0
P26954,Csf2rb2,30min,1,1896882.0
P26955,Csf2rb,30min,1,3544080.0
P27005,S100a8,30min,1,20407610.0
P27046,Man2a1,30min,1,589802.0000000005
P27048,Snrpb,30min,1,400716.0
P27659,Rpl3,30min,1,32776689.999999996
P27808,Mgat1,30min,1,812886.9999999995
P27870,Vav1,30min,1,2182900.0
P28078,H2-DMa,30min,1,4355980.0
P28667,Marcksl1,30min,1,1507494.0
P29351,Ptpn6,30min,1,6944269.999999998
P29391,Ftl1,30min,1,334674.99999999994
P29416,Hexa,30min,1,251020.00000000047
P30204,Msr1,30min,1,566447.0
P30355,Alox5ap,30min,1,172690350.0
P30993,C5ar1,30min,1,291949.0
P31725,S100a9,30min,1,8246929.999999993
P34022,Ranbp1,30min,1,2173580.0
P34960,Mmp12,30min,1,2363090.0
P35276,Rab3d,30min,1,391195.0
P35278,Rab5c,30min,1,13766955.0
P35279,Rab6a,30min,1,17140939.999999996
P35282,Rab21,30min,1,289126.0
P35290,Rab24,30min,1,476349.0
P35293,Rab18,30min,1,4924760.0
P35329,Cd22,30min,1,497401.99999999977
P35441,Thbs1,30min,1,617619.0
P35456,Plaur,30min,1,665146.0
P35550,Fbl,30min,1,4950359.999999999
P35564,Canx,30min,1,58225899.99999998
P35700,Prdx1,30min,1,40941900.0
P35821,Ptpn1,30min,1,1699619.999999999
P35951,Ldlr,30min,1,623850.9999999991
P35979,Rpl12,30min,1,33993235.00000001
P35980,Rpl18,30min,1,165227400.0
P36371,Tap2,30min,1,2258407.499999999
P36423,Tbxas1,30min,1,1457700.9999999981
P36536,Sar1a,30min,1,1624755.999999999
P37040,Por,30min,1,41146400.0
P38647,Hspa9,30min,1,1013570.0000000009
P39098,Man1a2,30min,1,893188.9999999995
P40142,Tkt,30min,1,2282490.0
P41105,Rpl28,30min,1,30715143.499999993
P41216,Acsl1,30min,1,1203219.0
P42082,Cd86,30min,1,2582280.0
P42208,Septin2,30min,1,202401.9999999993
P42225,Stat1,30min,1,499999.99999999814
P42669,Pura,30min,1,18691100.0
P42932,Cct8,30min,1,464486.0
P43406,Itgav,30min,1,1083800.000000001
P45700,Man1a1,30min,1,1331834.9999999998
P46460,Nsf,30min,1,20293379.999999996
P46638,Rab11b,30min,1,4338729.0
P46978,Stt3a,30min,1,16785180.0
P47738,Aldh2,30min,1,1298390.5000000019
P47740,Aldh3a2,30min,1,1793908.9999999963
P47753,Capza1,30min,1,2131161.0
P47757,Capzb,30min,1,4726519.0
P47758,Srprb,30min,1,493707.99999999907
P47911,Rpl6,30min,1,77791378.0
P47955,Rplp1,30min,1,33749664.99999999
P47962,Rpl5,30min,1,5767310.0
P47963,Rpl13,30min,1,85707999.99999999
P47964,Rpl36,30min,1,44146800.0
P48036,Anxa5,30min,1,1148280.0
P48410,Abcd1,30min,1,4884220.0
P48771,Cox7a2,30min,1,5002989.999999998
P49290,Epx,30min,1,8510790.0
P49300,Clec10a,30min,1,4962079.999999999
P49586,Pcyt1a,30min,1,413155.0
P49962,Srp9,30min,1,103511.0
P50427,Sts,30min,1,753296.9999999998
P50516,Atp6v1a,30min,1,6830219.999999999
P50518,Atp6v1e1,30min,1,2421138.0
P50543,S100a11,30min,1,3540105.0
P50580,Pa2g4,30min,1,8782080.0
P51150,Rab7a,30min,1,97878970.0
P51410,Rpl9,30min,1,1561898.0000000019
P51675,Ccr1,30min,1,1356418.0
P51682,Ccr5,30min,1,117792.99999999994
P51829,Adcy7,30min,1,925058.9999999995
P51881,Slc25a5,30min,1,15430900.000000015
P51908,Apobec1,30min,1,258867.0
P52332,Jak1,30min,1,281092.99999999953
P52480,Pkm,30min,1,863994.9999999995
P52875,Tmem165,30min,1,1850518.000000001
P53690,Mmp14,30min,1,446931.0
P53994,Rab2a,30min,1,8176448.000000007
P54116,Stom,30min,1,1999099.9999999981
P54987,Acod1,30min,1,771764.0
P55258,Rab8a,30min,1,3602371.9999999995
P55302,Lrpap1,30min,1,5040450.0
P55772,Entpd1,30min,1,1067629.9999999995
P55937,Golga3,30min,1,9175170.0
P56135,Atp5mf,30min,1,3239109.9999999963
P56382,Atp5f1e,30min,1,19255929.999999993
P56391,Cox6b1,30min,1,3233979.9999999995
P56395,Cyb5a,30min,1,78785409.99999999
P56480,Atp5f1b,30min,1,62476550.00000006
P56528,Cd38,30min,1,3199430.0
P56959,Fus,30min,1,429612.9999999999
P57716,Ncstn,30min,1,1107940.0
P58021,Tm9sf2,30min,1,21211600.0
P58059,Mrps21,30min,1,853381.0
P58064,Mrps6,30min,1,2303240.0
P58252,Eef2,30min,1,4305310.0
P59481,Lman2l,30min,1,581393.0
P60060,Sec61g,30min,1,383704.00000000047
P60122,Ruvbl1,30min,1,1640826.999999999
P60335,Pcbp1,30min,1,3426150.0
P60710,Actb,30min,1,399303720.9999999
P60867,Rps20,30min,1,35183574.5
P61022,Chp1,30min,1,1443049.0
P61027,Rab10,30min,1,20142709.999999996
P61028,Rab8b,30min,1,21069710.0
P61161,Actr2,30min,1,5115354.999999996
P61164,Actr1a,30min,1,652514.0000000019
P61226,Rap2b,30min,1,1119316.3000000007
P61358,Rpl27,30min,1,88150300.0
P61514,Rpl37a,30min,1,877431.0
P61620,Sec61a1,30min,1,2645511.0
P61750,Arf4,30min,1,2931250.0
P61804,Dad1,30min,1,10147869.999999998
P61965,Wdr5,30min,1,762431.9999999998
P62082,Rps7,30min,1,740361.9999999998
P62196,Psmc5,30min,1,220476.99999999814
P62242,Rps8,30min,1,206186700.0
P62245,Rps15a,30min,1,8012679.999999999
P62259,Ywhae,30min,1,2254240.0
P62264,Rps14,30min,1,36037599.99999999
P62267,Rps23,30min,1,36304694.999999985
P62270,Rps18,30min,1,4030139.999999998
P62281,Rps11,30min,1,68220200.0
P62301,Rps13,30min,1,17388235.0
P62317,Snrpd2,30min,1,881115.0000000002
P62320,Snrpd3,30min,1,1360210.0
P62334,Psmc6,30min,1,540806.0000000009
P62342,Selenot,30min,1,2478889.999999999
P62627,Dynlrb1,30min,1,2051366.0
P62700,Ypel5,30min,1,153726.0
P62702,Rps4x,30min,1,47525669.99999999
P62717,Rpl18a,30min,1,62808790.0
P62746,Rhob,30min,1,525317.0000000002
P62754,Rps6,30min,1,199107000.0
P62806,H4c1,30min,1,5552075.0
P62814,Atp6v1b2,30min,1,1085639.0
P62821,Rab1a,30min,1,11296679.499999993
P62827,Ran,30min,1,2961844.999999998
P62830,Rpl23,30min,1,15784774.999999996
P62835,Rap1a,30min,1,2129830.0
P62849,Rps24,30min,1,12751670.0
P62852,Rps25,30min,1,6382105.999999997
P62855,Rps26,30min,1,82037110.0
P62874,Gnb1,30min,1,15472470.0
P62880,Gnb2,30min,1,11042449.999999996
P62889,Rpl30,30min,1,42017343.333333306
P62900,Rpl31,30min,1,10290100.0
P62908,Rps3,30min,1,7721990.000000004
P62911,Rpl32,30min,1,16400465.000000015
P62918,Rpl8,30min,1,220591999.99999994
P62962,Pfn1,30min,1,1549380.0
P62983,Rps27a,30min,1,7769049.999999999
P63017,Hspa8,30min,1,30053400.0
P63038,Hspd1,30min,1,4428640.0
P63213,Gng2,30min,1,4191497.999999999
P63276,Rps17,30min,1,1222780.0
P63321,Rala,30min,1,5715640.0
P63323,Rps12,30min,1,4301908.999999998
P63325,Rps10,30min,1,538250.9999999998
P67778,Phb1,30min,1,20519530.0
P68368,Tuba4a,30min,1,6199886.999999985
P68373,Tuba1c,30min,1,10813000.000000015
P68433,H3c1,30min,1,6084720.0
P70158,Smpdl3a,30min,1,95918.39999999998
P70168,Kpnb1,30min,1,991266.0
P70188,Kifap3,30min,1,178466.00000000012
P70206,Plxna1,30min,1,112465.0
P70227,Itpr3,30min,1,1088726.9999999995
P70248,Myo1f,30min,1,6730290.0
P70279,Surf6,30min,1,92144.59999999998
P70280,Vamp7,30min,1,7649339.999999998
P70295,Aup1,30min,1,2563770.0
P70302,Stim1,30min,1,2064494.5
P70398,Usp9x,30min,1,212534.0
P70452,Stx4,30min,1,4731479.0
P70704,Atp8a1,30min,1,1479500.0000000005
P80314,Cct2,30min,1,667094.0
P80315,Cct4,30min,1,365255.00000000093
P80317,Cct6a,30min,1,364444.0
P80318,Cct3,30min,1,673263.9999999998
P83093,Stim2,30min,1,76137.3999999999
P84096,Rhog,30min,1,16894095.0
P84099,Rpl19,30min,1,46388234.99999999
P97300,Nptn,30min,1,469398.99999999994
P97351,Rps3a,30min,1,31708908.500000004
P97370,Atp1b3,30min,1,3713316.999999998
P97425,Ear2,30min,1,502104.9999999999
P97449,Anpep,30min,1,41902000.0
P97450,Atp5pf,30min,1,7030070.0
P97461,Rps5,30min,1,494667.99999999907
P97484,Pirb,30min,1,870125.9999999991
P97493,Txn2,30min,1,1987650.0
P97797,Sirpa,30min,1,8210880.0
P97808,Fxyd5,30min,1,1202230.0
P97872,Fmo5,30min,1,401454.0
P98195,Atp9b,30min,1,3790981.0000000005
P98197,Atp11a,30min,1,1417594.9999999995
P99024,Tubb5,30min,1,6627656.49999997
P99027,Rplp2,30min,1,173360903.333333
P99028,Uqcrh,30min,1,8874850.0
Q00262,Stx2,30min,1,29047480.999999996
Q00612,G6pdx,30min,1,900643.9999999998
Q00941,Csf2ra,30min,1,3353370.0
Q00993,Axl,30min,1,747630.0
Q01853,Vcp,30min,1,4480410.0
Q01965,Ly9,30min,1,2442380.0
Q02105,C1qc,30min,1,636900.9999999991
Q03265,Atp5f1a,30min,1,32999140.00000003
Q04447,Ckb,30min,1,282402.0
Q04750,Top1,30min,1,741651.0
Q05144,Rac2,30min,1,23654400.0
Q05910,Adam8,30min,1,840503.0
Q06185,Atp5me,30min,1,11895806.499999996
Q07813,Bax,30min,1,1174099.999999999
Q08857,Cd36,30min,1,32716899.999999993
Q09014,Ncf1,30min,1,653439.0
Q09200,B4galnt1,30min,1,13288360.0
Q14C51,Ptcd3,30min,1,853017.9999999986
Q18PI6,Cd84,30min,1,15936630.0
Q2TBE6,Pi4k2a,30min,1,1701460.0
Q3KNM2,Marchf5,30min,1,551151.9999999998
Q3TAS6,Emc10,30min,1,6914324.999999998
Q3TBT3,Sting1,30min,1,11733529.000000004
Q3TCT4,Entpd7,30min,1,375639.0
Q3TDN2,Faf2,30min,1,3103147.4999999995
Q3TDQ1,Stt3b,30min,1,26750010.0
Q3TFD2,Lpcat1,30min,1,427825.0
Q3THE2,Myl12b,30min,1,288619099.99999994
Q3TWL2,Pip4p1,30min,1,14911279.999999996
Q3TWW8,Srsf6,30min,1,1580520.0
Q3TYS2,Cybc1,30min,1,13091500.999999996
Q3TZX8,Nol9,30min,1,293478.0
Q3TZZ7,Esyt2,30min,1,1832898.0
Q3U186,Rars2,30min,1,122130.0
Q3U2S8,Hvcn1,30min,1,3531390.0
Q3U487,Hectd3,30min,1,133136.0
Q3U4G3,Xxylt1,30min,1,488547.0
Q3U7R1,Esyt1,30min,1,26513699.999999985
Q3UBX0,Tmem109,30min,1,186884.00000000023
Q3UDF0,Slc2a6,30min,1,11544373.0
Q3UDR8,Yipf3,30min,1,752330.0000000009
Q3UDW8,Hgsnat,30min,1,4312919.999999999
Q3UH60,Dip2b,30min,1,306149.0
Q3UHN9,Ndst1,30min,1,399594.0
Q3UMC0,Afg2a,30min,1,286007.9999999999
Q3UN02,Lclat1,30min,1,1016137.0
Q3URD3,Slmap,30min,1,6628729.999999999
Q3UUQ7,Pgap1,30min,1,11801150.000000004
Q3UVK0,Ermp1,30min,1,7065859.999999999
Q3UZ39,Lrrfip1,30min,1,2514898.5
Q3V009,Tmed1,30min,1,447895.99999999977
Q3V1L4,Nt5c2,30min,1,245092.99999999988
Q3V384,Afg1l,30min,1,75068.69999999995
Q3V3R4,Itga1,30min,1,2529531.0
Q4PJX1,Odr4,30min,1,2515632.999999998
Q5BLK4,Tut7,30min,1,212426.0
Q5EG47,Prkaa1,30min,1,330251.00000000006
Q5MJS3,Fam20c,30min,1,4764719.999999999
Q5ND34,Wdr81,30min,1,207299.0
Q5SUA5,Myo1g,30min,1,12703490.000000007
Q5SUC9,Sco1,30min,1,7223146.499999999
Q5Y5T1,Zdhhc20,30min,1,3357628.9999999995
Q60597,Ogdh,30min,1,390949.0
Q60631,Grb2,30min,1,1874339.9999999995
Q60648,Gm2a,30min,1,3421167.0
Q60692,Psmb6,30min,1,112803.0
Q60737,Csnk2a1,30min,1,945172.0
Q60738,Slc30a1,30min,1,3035657.0
Q60766,Irgm1,30min,1,841918.0000000019
Q60770,Stxbp3,30min,1,3419500.0
Q60875,Arhgef2,30min,1,657573.9999999991
Q60930,Vdac2,30min,1,6557260.0
Q60932,Vdac1,30min,1,4735990.0
Q60963,Pla2g7,30min,1,320913.0
Q61070,Ei24,30min,1,608173.0
Q61072,Adam9,30min,1,699477.0
Q61093,Cybb,30min,1,61178400.0
Q61102,Abcb7,30min,1,606660.0
Q61144,Psen2,30min,1,415872.0
Q61171,Prdx2,30min,1,2035032.0
Q61233,Lcp1,30min,1,3707139.9999999995
Q61263,Soat1,30min,1,21086260.0
Q61334,Bcap29,30min,1,20561830.0
Q61335,Bcap31,30min,1,22662424.999999996
Q61462,Cyba,30min,1,33605070.0
Q61490,Alcam,30min,1,617685.0
Q61543,Glg1,30min,1,5341099.999999996
Q61549,Adgre1,30min,1,510102.99999999907
Q61553,Fscn1,30min,1,742938.9999999999
Q61559,Fcgrt,30min,1,455770.7000000002
Q61584,Fxr1,30min,1,30839089.999999993
Q61733,Mrps31,30min,1,1111663.0
Q61739,Itga6,30min,1,1227120.0
Q61753,Phgdh,30min,1,550574.0
Q61768,Kif5b,30min,1,749117.9999999981
Q61771,Kif3b,30min,1,919570.0
Q61830,Mrc1,30min,1,37777130.0
Q62086,Pon2,30min,1,1614826.9999999995
Q62186,Ssr4,30min,1,14105855.0
Q62192,Cd180,30min,1,3695931.999999999
Q62318,Trim28,30min,1,822434.9999999995
Q62351,Tfrc,30min,1,4592600.0
Q62465,Vat1,30min,1,676288.0000000009
Q64012,Raly,30min,1,1741909.9999999998
Q64133,Maoa,30min,1,4364990.0
Q64310,Surf4,30min,1,6889130.0
Q64324,Stxbp2,30min,1,4939835.999999999
Q64337,Sqstm1,30min,1,1506801.5
Q64343,Abcg1,30min,1,491838.0
Q64373,Bcl2l1,30min,1,1910005.0
Q64378,Fkbp5,30min,1,292389.0
Q64455,Ptprj,30min,1,1751085.0
Q64518,Atp2a3,30min,1,12148160.0
Q64685,St6gal1,30min,1,175117.99999999988
Q64704,Stx3,30min,1,10103960.0
Q68FD5,Cltc,30min,1,950799.0
Q69ZN7,Myof,30min,1,70073299.99999999
Q69ZZ6,Tmcc1,30min,1,2103077.0
Q6A0A9,FAM120A,30min,1,2417959.9999999995
Q6DFW4,Nop58,30min,1,611089.0
Q6DID7,Wls,30min,1,1001423.0000000005
Q6DVA0,Lemd2,30min,1,6579099.999999999
Q6GQT9,Nomo1,30min,1,4192020.0
Q6IRU2,Tpm4,30min,1,2886265.9999999995
Q6IRU5,Cltb,30min,1,3260270.0
Q6NSU3,Glt8d1,30min,1,926994.0
Q6NVG5,Mreg,30min,1,284071.0
Q6NWW9,Fndc3b,30min,1,323618.0
Q6NXK9,Man1c1,30min,1,612145.0
Q6P4T2,Snrnp200,30min,1,150554.00000000023
Q6P9J9,Ano6,30min,1,5669619.999999999
Q6P9Q6,Fkbp15,30min,1,699865.0
Q6PB93,Galnt2,30min,1,12931229.999999998
Q6PD26,Pigs,30min,1,1943422.0
Q6PDM2,Srsf1,30min,1,1626873.9999999998
Q6PFQ7,Rasa4,30min,1,618779.9999999999
Q6PHN9,Rab35,30min,1,8779830.0
Q6PHZ2,Camk2d,30min,1,875895.0
Q6PIC6,Atp1a3,30min,1,10101560.0
Q6QD59,Bnip1,30min,1,1266129.9999999998
Q6QLQ4,Clec7a,30min,1,6580899.999999996
Q6R5N8,Tlr13,30min,1,726840.0
Q6XJV4,Cd200r4,30min,1,477695.99999999994
Q6ZQI3,Mlec,30min,1,22132699.999999993
Q6ZQM8,Ugt1a7,30min,1,31954800.0
Q6ZWN5,Rps9,30min,1,19244074.499999993
Q6ZWQ7,Spcs3,30min,1,35196829.99999999
Q6ZWU9,Rps27,30min,1,8302316.999999996
Q6ZWV3,Rpl10,30min,1,92640999.99999999
Q6ZWX6,Eif2s1,30min,1,1553548.9999999998
Q71KT5,Tm7sf2,30min,1,700587.0
Q76MZ3,Ppp2r1a,30min,1,2872160.0
Q78IK2,Atp5mk,30min,1,12461549.999999998
Q78IS1,Tmed3,30min,1,6182624.999999998
Q792Z1,Try10,30min,1,2239929.9999999995
Q7TMB8,Cyfip1,30min,1,1706573.9999999995
Q7TMK9,Syncrip,30min,1,733689.0
Q7TMM9,Tubb2a,30min,1,627228.0
Q7TMQ7,Wdr91,30min,1,545648.0
Q7TPR4,Actn1,30min,1,728684.0
Q7TPV4,Mybbp1a,30min,1,828752.0000000005
Q7TQ95,Lnpk,30min,1,1992828.9999999998
Q80SU7,Gvin1,30min,1,1542019.0
Q80SY3,Atp6v0d2,30min,1,1043228.9999999999
Q80SZ7,Gng5,30min,1,982885.9999999999
Q80UG5,Septin9,30min,1,578211.9999999991
Q80UM7,Mogs,30min,1,1831288.0
Q80UP3,Dgkz,30min,1,1268551.9999999998
Q80UP5,Ankrd13a,30min,1,76158.19999999995
Q80UU9,Pgrmc2,30min,1,19071060.0
Q80V26,Bpnt2,30min,1,512151.99999999953
Q80VA0,Galnt7,30min,1,11415520.0
Q80VD1,Fam98b,30min,1,2503679.0000000005
Q80VI1,Trim56,30min,1,104122.0
Q80W54,Zmpste24,30min,1,18643440.0
Q80WQ6,Rhbdf2,30min,1,639278.0
Q80WW9,Ddrgk1,30min,1,5531250.0
Q80X50,Ubap2l,30min,1,272037.99999999994
Q80X85,Mrps7,30min,1,1121305.999999999
Q80X95,Rraga,30min,1,344372.00000000047
Q80XR2,Atp2c1,30min,1,1397389.0000000002
Q80ZS3,Mrps26,30min,1,2739862.4999999995
Q810Q5,Nmes1,30min,1,9718280.0
Q811U4,Mfn1,30min,1,71509.19999999995
Q8BFR4,Gns,30min,1,4206249.999999999
Q8BFR5,Tufm,30min,1,3192159.5
Q8BG07,Pld4,30min,1,1761690.0
Q8BG51,Rhot1,30min,1,1143081.0
Q8BGA9,Oxa1l,30min,1,2280420.0
Q8BGT0,Ostm1,30min,1,3766530.0
Q8BH02,Tor4a,30min,1,295834.00000000093
Q8BH24,Tm9sf4,30min,1,18300599.999999996
Q8BH43,Wasf2,30min,1,189448.0
Q8BH59,Slc25a12,30min,1,505148.0
Q8BIG7,Comtd1,30min,1,8243969.999999998
Q8BIJ7,Rufy1,30min,1,626081.0
Q8BJS4,Sun2,30min,1,4640610.0
Q8BJZ4,Mrps35,30min,1,299488.99999999953
Q8BK08,Tmem11,30min,1,2338371.999999999
Q8BK72,Mrps27,30min,1,243691.00000000023
Q8BKE6,Cyp20a1,30min,1,120738.0
Q8BKS9,Pum3,30min,1,326636.99999999994
Q8BL66,Eea1,30min,1,224160.0
Q8BLF1,Nceh1,30min,1,499171.0
Q8BM72,Hspa13,30min,1,192623.00000000047
Q8BMA6,Srp68,30min,1,516325.99999999907
Q8BMD8,Slc25a24,30min,1,4395003.0
Q8BMK4,Ckap4,30min,1,24397880.0
Q8BMP6,Acbd3,30min,1,1427152.999999999
Q8BMS1,Hadha,30min,1,863448.0
Q8BN82,Slc17a5,30min,1,157861.99999999994
Q8BP67,Rpl24,30min,1,19839738.5
